"ID","Naam","Type","Plaats","Adres","Website","PlaceID","Lat","Lng","Rating","Reviews"
"633","Kaasboerderij Culemborg","winkel","Culemborg","Hamseweg 4, Culemborg","True","True","51,964622","5,254129","True","True"
"634","Kaasboerderij De Brienenshof","winkel","Cothen","Ossenwaard 13, Cothen","True","True","51,997047","5,297012","True","True"
"635","Kaasboerderij de Jacobs Hoeve by Henri Willig","winkel","Katwoude","Hoogedijk 8, Katwoude","True","True","52,46643","5,041688","True","True"
"636","Kaasboerderij de Marlannen","winkel","Jouswier","Humaldawei 40, Jouswier","True","True","53,351345","6,076801","True","True"
"637","Kaasboerderij De Ossenwaard","winkel","Werkhoven","Molenspoor 6, Werkhoven","True","True","51,999003","5,271962","True","True"
"638","Kaasboerderij De Siepe/Zuivelboerderij de Siepe","winkel","Haaksbergen","Enschedesestraat 199, Haaksbergen","True","True","52,169753","6,773032","True","True"
"639","Kaasboerderij De Staelenhoef","winkel","Soest","Birkstraat 123, Soest","True","True","52,162004","5,329005","True","True"
"640","Kaasboerderij De Twee Hoeven","winkel","Haastrecht","Steinsedijk 37, Haastrecht","True","True","52,005804","4,786424","True","True"
"641","Kaasboerderij De Vliethoeve","winkel","Snelrewaard","Noord-Linschoterzandweg 19, Snelrewaard","False","True","52,042264","4,889265","True","True"
"642","Kaasboerderij De Witte Welle","winkel","Montfoort","Achthoven Oost 7, Montfoort","False","True","52,055303","4,999279","True","True"
"643","Kaasboerderij Doruvael","winkel","Montfoort","Blokland 95, Montfoort","True","True","52,030955","4,952233","True","True"
"644","Kaasboerderij Elizabethhoeve Verweij Boerenkaas","winkel","IJsselstein","Stuivenbergweg 17, IJsselstein","True","True","52,04302","5,003141","True","True"
"645","Kaasboerderij en Herberg Harmienehoeve","winkel","Woold","Kulverweg 2-4, Woold","True","True","51,908847","6,726739","True","True"
"646","Kaasboerderij Erve Iemhorst, B&B, melktap, boerderijwinkel","automaat","Losser","Ravenhorsterweg 3A, Losser","True","True","52,262861","7,020057","True","True"
"647","Kaasboerderij Gein Genoegen","winkel","Abcoude","Gein Noord 62, Abcoude","True","True","52,291976","5,0035","True","True"
"648","Kaasboerderij Groot","winkel","Middenbeemster","Middenweg 192B, Middenbeemster","True","True","52,537089","4,906837","True","True"
"649","Kaasboerderij JongenhoeveðŸ§€","winkel","Bergambacht","Benedenberg 90, Bergambacht","True","True","51,936993","4,75753","True","True"
"650","Kaasboerderij Keuper","winkel","Hengevelde","Goorsestraat 45, Hengevelde","True","True","52,204909","6,625321","True","True"
"651","Kaasboerderij Koopman","winkel","De Weere","Tropweere 22, De Weere","True","True","52,742274","4,97845","True","True"
"652","Kaasboerderij Lena's hoeve","winkel","Alphen aan den Rijn","Compierekade 8, Alphen aan den Rijn","True","True","52,104525","4,637084","True","True"
"653","Kaasboerderij Mariekerke","winkel","Meliskerke","Mariekerke 24, Meliskerke","True","True","51,526108","3,527968","True","True"
"654","Kaasboerderij Mathijssen","winkel","Udenhout","Waalwijkseweg 16, Udenhout","True","True","51,603478","5,119071","True","True"
"655","kaasboerderij mÃ¶llinkwoner","winkel","Ambt Delden","Noordmolen 3, Ambt Delden","True","True","52,279447","6,713262","True","True"
"656","Kaasboerderij Mulder","winkel","Melissant","Schenkeldijk 1, Melissant","True","True","51,754393","4,061724","True","True"
"657","Kaasboerderij Nieuwerwets","winkel","Knegsel","Molenvelden 3, Knegsel","True","True","51,40393","5,333755","True","True"
"658","Kaasboerderij Philipsen","winkel","Sevenum","Ulfterhoek 14, Sevenum","True","True","51,421002","6,049037","True","True"
"659","Kaasboerderij Sloten","winkel","Amsterdam","Akersluis 6, Amsterdam","True","True","52,342435","4,793419","True","True"
"660","Kaasboerderij Sol","winkel","Hazerswoude-Dorp","Voorweg 28A, Hazerswoude-Dorp","True","True","52,101481","4,607521","True","True"
"661","Kaasboerderij Twentse Trots","winkel","De Lutte","Hengelerheurneweg 2, De Lutte","True","True","52,296101","7,002585","True","True"
"662","Kaasboerderij van Eijk VOFðŸ§€","winkel","Vlist","Oost Vlisterdijk 4, Vlist","True","True","51,987622","4,810045","True","True"
"663","Kaasboerderij van Leeuwen","winkel","Nootdorp","'s-Gravenweg 3, Nootdorp","True","True","52,046868","4,413596","True","True"
"664","Kaasboerderij Van Rossum","winkel","Vianen","Helsdingse Achterweg 20, Vianen","True","True","51,976896","5,070899","True","True"
"665","Kaasboerderij Van Veen","winkel","Zoeterwoude","Weipoortseweg 72A, Zoeterwoude","True","True","52,113259","4,523038","True","True"
"666","Kaasboerderij Van Zeeburg","winkel","Doornspijk","Mezenbergerweg 11, Doornspijk","True","True","52,404374","5,795451","True","True"
"667","Kaasboerderij van Zuylen","winkel","Nieuwerkerk aan den IJssel","Tweede Tochtweg 37, Nieuwerkerk aan den IJssel","True","True","51,979122","4,633977","True","True"
"668","Kaasboerderij Verweij C.V.","winkel","Polsbroek","Zuidzijdseweg 142-A, Polsbroek","True","True","51,986265","4,877795","True","True"
"669","Kaasboerderij WezenspykðŸ§€","winkel","Den Burg","Hoornderweg 29, Den Burg","True","True","53,033175","4,788398","True","True"
"670","Kaasmakerij 't Wezeltje","winkel","Rucphen","Langendijksestraat 27, Rucphen","True","True","51,517201","4,510718","True","True"
"671","Kaasmakerij De Nylander","winkel","Workum","Begine 52, Workum","True","True","52,977813","5,445825","True","True"
"672","Kaasmakerij de Terschellinger BV","winkel","West-Terschelling","Nieuwe Dijk 30, West-Terschelling","False","True","53,368041","5,240619","True","True"
"673","Kaasmakerij Oldambt","winkel","Blijham","Tweekarspelenweg 20, Blijham","True","True","53,131739","7,110058","True","True"
"674","KipLekker, boerderijwinkel","winkel","Augustinusga","Reaskuorre 11, Augustinusga","False","True","53,199784","6,15018","False","False"
"675","Koppel Boerderijwinkel","winkel","Meteren","Rijksstraatweg 76, Meteren","True","True","51,863355","5,285244","True","True"
"676","Landwinkel â€˜t Eemveld","winkel","Eemnes","Wakkerendijk 61, Eemnes","True","True","52,228176","5,258451","True","True"
"677","Landwinkel Castelijn","winkel","Rijpwetering","Pastoor van der Plaatstraat 40, Rijpwetering","False","True","52,186635","4,585718","True","True"
"678","Landwinkel de Eekhoeve","winkel","Veenendaal","Dijkstraat 115, Veenendaal","True","True","52,019193","5,52799","True","True"
"679","Landwinkel de Fruitgaard","winkel","Burgh-Haamstede","Bouwmansweg 1, Burgh-Haamstede","True","True","51,70028","3,752641","True","True"
"680","Landwinkel De Knapenvelder","winkel","Raalte","Knapenveldsweg 29, Raalte","True","True","52,409742","6,260728","True","True"
"681","Landwinkel De Maashoeve","winkel","Maasdam","Zwanegatsedijk 1-A, Maasdam","True","True","51,794913","4,521272","True","True"
"682","Landwinkel Hoeve Melsen","winkel","Ossendrecht","Langeweg 20, Ossendrecht","True","True","51,387695","4,314143","True","True"
"683","Landwinkel Keizer","winkel","Stellendam","Damweg 1A, Stellendam","True","True","51,80339","4,011461","True","True"
"684","Landwinkel Klein-Amerika Beijer Asperges","winkel","Groesbeek","Klein Amerika 3, Groesbeek","True","True","51,760357","5,924251","True","True"
"685","Landwinkel Schurenhof","winkel","Vlodrop","aan de Roerbrug, Grootestraat 49, Vlodrop","True","True","51,13413","6,080963","True","True"
"686","Lokale Producten automaat - V.O.F. van der Lippe","automaat","Kesteren","Nedereindsestraat 36A, Kesteren","False","True","51,932182","5,562104","True","True"
"687","Luxe Rundvlees | Boerderijwinkel De Leentjeshoeve","winkel","Horssen","Neersteindsestraat 8, Horssen","True","True","51,860356","5,587774","True","True"
"688","Marja's Bloemenpluktuin","zelfpluk","Spierdijk","Noord-Spierdijkerweg 203, Spierdijk","True","True","52,664169","4,948799","True","True"
"689","Meat Nature - boerderijwinkel","winkel","Hooge Zwaluwe","Zonzeelseweg 8, Hooge Zwaluwe","True","True","51,673266","4,744126","True","True"
"690","Melktap De Impactboerderij","automaat","Haaksbergen","Kattendamsweg 24, Haaksbergen","True","True","52,165826","6,697323","True","True"
"691","Melktap De Wit Kallenkote","automaat","Kallenkote","Kallenkote 41, Kallenkote","False","True","52,799301","6,178261","True","True"
"692","Melktapperij Hoogboer","automaat","Hezingen","Laagseweg 80, Hezingen","True","True","52,436914","6,927718","True","True"
"693","Pluktuin aan de Brink","zelfpluk","Pijnacker","Pijnacker","True","True","52,020667","4,439852","True","True"
"694","Pluktuin BeiketÃ»n","zelfpluk","Twijzel","De Wedze 22b, Twijzel","False","True","53,241002","6,095857","True","True"
"695","Pluktuin ut ouw goed","zelfpluk","De Moer","Middelstraat 41, De Moer","True","True","51,623676","5,008358","True","True"
"696","Rijsdijkhoeve Melktap & IJsmachine","automaat","Oosteind","Rijsdijk 31, Oosteind","True","True","51,669088","4,900311","True","True"
"697","Rob's Aardappelen en Fruithandel","winkel","Lutjebroek","Horn 60, Lutjebroek","True","True","52,700858","5,204694","True","True"
"698","SVR Camping Johanna Hoeve & Boerderijwinkel","winkel","Ryptsjerk","Binnendijk 57, Ryptsjerk","True","True","53,226544","5,91137","True","True"
"699","Theeschenkerij de Pluktuin","zelfpluk","Koudekerke","Vlissingsestraat 3, Koudekerke","True","True","51,478149","3,559544","True","True"
"700","V.O.F. Kaasboerderij Van Leeuwen","winkel","Hoogmade","Doespolderkade 1, Hoogmade","True","True","52,164052","4,572433","True","True"
"701","V.O.F. Melkvee- en Kaasboerderij Schep","winkel","Bergambacht","Zuidbroek 153, Bergambacht","True","True","51,935982","4,724758","True","True"
"702","Van Malesteinâ€™s Eierenautomaat","automaat","Ermelo","Zeeweg 148, Ermelo","False","True","52,304663","5,568444","True","True"
"703","Versautomaat | Vlees en Eieren | Slagerij Kouwen","automaat","Nieuwleusen","Burgemeester Backxlaan 339, Nieuwleusen","False","True","52,591099","6,281965","True","True"
"704","Vleesautomaat","automaat","Wijlre","Kapolder 12, Wijlre","False","True","50,821979","5,900183","True","True"
"705","Vleesautomaat","automaat","Ophemert","Bommelsestraat 82, Ophemert","True","True","51,839076","5,345957","False","False"
"706","Westerlaken Fruitteelt","winkel","Rijswijk","Veldweg 2, Rijswijk","True","True","51,799049","5,018686","True","True"
"707","Westzaanse Zuivelboerderij","winkel","Westzaan","Zuideinde 260, Westzaan","True","True","52,441897","4,778146","True","True"
"708","Zelfpluktuinen","zelfpluk","Amsterdam","Magnoliastraat, Amsterdam","True","True","52,388641","4,907571","True","True"
"709","Zelfservice Boerderijwinkel 't Scharrelnest","winkel","Wijchen","Oosterweg 263, Wijchen","True","True","51,799242","5,748257","True","True"
"710","Zorg- en Kaasboerderij Pitteperk","winkel","Koudekerke","Breeweg 21, Koudekerke","True","True","51,494337","3,582865","True","True"
"711","Zuiderzeeboerderijwinkel","winkel","Wijdenes","Hemweg 8, Wijdenes","True","True","52,65504","5,152228","True","True"
"712","Zuivelboerderij 'De Vrolijke Koe'","winkel","Deurne","Bosrandweg 3, Deurne","True","True","51,461199","5,851979","True","True"
"713","Zuivelboerderij Bolhuis","winkel","Beilen","Beilervaart 45A, Beilen","True","True","52,859983","6,453331","True","True"
"714","Zuivelboerderij Dalen","winkel","Dalen","Oude Coevorderweg 30, Dalen","True","True","52,686293","6,754672","True","True"
"715","Zuivelboerderij de Brummenaer","winkel","Brummen","Cortenoeverseweg 125, Brummen","True","True","52,114508","6,181054","True","True"
"716","Zuivelboerderij De Waard","winkel","Balkbrug","Hoofdweg 22, Balkbrug","True","True","52,629078","6,331773","True","True"
"717","Zuivelboerderij Noordam","winkel","Hellouw","Meikampgraaf 10, Hellouw","True","True","51,842501","5,178385","True","True"
"718","Zuivelboerderij Pullens (Ambachtshoeve)","winkel","Raamsdonk","Luiten Ambachtstraat 27, Raamsdonk","True","True","51,687825","4,923182","True","True"
"719","'t Foart","winkel","Schettens","Van Osingaweg 84, Schettens","True","True","53,079107","5,494679","False","False"
"720","'t ijsboerinneke","winkel","Moergestel","Zandstraat 24, Moergestel","True","True","51,548429","5,221998","True","True"
"721","baarles ei","winkel","Baarle-Nassau","Oordeelsestraat 66A, Baarle-Nassau","True","True","51,449465","4,951242","True","True"
"722","Bakkums Boetje","winkel","Heerhugowaard","Middenweg 452, Heerhugowaard","True","True","52,692767","4,850937","True","True"
"723","Beeffet","winkel","Steenwijk","Koematen 23, Steenwijk","True","True","52,780978","6,094598","True","True"
"724","Beekzicht Kalverhouderij","winkel","Barneveld","Scherpenzeelseweg 45, Barneveld","True","True","52,121097","5,549159","True","True"
"725","Belevingscentrum Veldzicht Hoeve","winkel","'t Veld","Doorbraakweg 6, 't Veld","True","True","52,748238","4,847682","True","True"
"726","Bij Moeders in De Kosterij","winkel","Middenbeemster","Middenweg 176, Middenbeemster","True","True","52,547484","4,912614","True","True"
"727","Bij Ons Boerderijterras","winkel","Baarle-Nassau","Oordeelsestraat 17, Baarle-Nassau","True","True","51,453319","4,960961","True","True"
"728","Bij Ons boerderijwinkel","winkel","Doorn","Langbroekerweg 15 A, Doorn","True","True","52,025548","5,342749","True","True"
"729","Bioboerderij Laag Zalk","winkel","Kamperveen","Jan Boerswegje 27, Kamperveen","True","True","52,482977","5,966294","True","True"
"730","Biologisch boerenbedrijf Erve Meijerink","winkel","Vilsteren","Achterveldsweg 3, Vilsteren","True","True","52,484542","6,353458","False","False"
"731","Biologische Tuinderij de Elzenkamp","winkel","Voorthuizen","Elzenkamperweg 4, Voorthuizen","True","True","52,180605","5,619475","True","True"
"732","Blije Buiten Beesten","winkel","Zegge","Bosschenhoofdseweg 23, Zegge","True","True","51,561279","4,530023","True","True"
"733","Boer Gijs","winkel","Houten","Heemsteedseweg 2b, Houten","True","True","52,043719","5,129955","True","True"
"734","Boer Joep","winkel","Egmond aan den Hoef","Egmondermeer 4, Egmond aan den Hoef","True","True","52,63137","4,688157","True","True"
"735","Boer lubbers","winkel","Sinderen","Kroezendijk 12, Sinderen","True","True","51,906294","6,4371","True","True"
"736","Boer Met Lust","winkel","Woerden","Rietveld 78, Woerden","True","True","52,086586","4,838829","True","True"
"737","Boerderij de Bontekoe","winkel","Sprundel","Groenstraat 8-A, Sprundel","False","True","51,533567","4,633978","True","True"
"738","Boerderij De Groene Oerbron","winkel","Uitgeest","Ziendijk 4, Uitgeest","True","True","52,522541","4,696415","True","True"
"739","Boerderij de Oude Ruif","winkel","Stoutenburg","Ruifweg 5, Stoutenburg","True","True","52,15711","5,440409","True","True"
"740","Boerderij Hoogenraad | Eetvandeboer.nl","winkel","Werkhoven","Werkhovenseweg 21, Werkhoven","True","True","52,032232","5,24024","True","True"
"741","Boerderij Sinneveld","winkel","Santpoort-Zuid","De Veenen 14, Santpoort-Zuid","True","True","52,412934","4,63342","True","True"
"742","Boerderijwinkel & Kaasmakerij De Kiefte","winkel","Holtheme","De Haandrik 5a, Holtheme","True","True","52,6306","6,699469","True","True"
"743","Boeren in het Bos","winkel","Nijeberkoop","Bovenweg 23, Nijeberkoop","True","True","52,955518","6,185332","True","True"
"744","Buitenlust vught","winkel","Vught","Esscheweg 274A, Vught","True","True","51,626524","5,281314","True","True"
"745","C. Jongenelen","winkel","Zundert","Professor H. van der Hoevenstraat 7, Zundert","False","True","51,494231","4,629805","True","True"
"746","Camperplaats & Melkveebedrijf De Grote Leigraaf","winkel","Leigraaf 40","Leigraaf 40","True","True","52,187886","6,045375","True","True"
"747","D'r Moostuin","winkel","Berg en Terblijt","Ingang rijksweg, tegenover Zorgcentrum Fonterhof, Rijksweg, Berg en Terblijt","True","True","50,859102","5,790243","True","True"
"748","De Beestenboel Van Verweij","winkel","Dirksland","Westdijk 8, Dirksland","True","True","51,724801","4,080251","True","True"
"749","De Bessentuin","winkel","Brucht","Bruchterbeekweg 26, Brucht","True","True","52,54868","6,633807","True","True"
"750","De Duiventoren","winkel","Dorst","Steenovensebaan 27, Dorst","True","True","51,610778","4,89853","True","True"
"751","De Fruithut","winkel","De Bilt","Weteringlaan 1, De Bilt","True","True","52,087283","5,207238","True","True"
"752","De Fruitschuur Gerrit van Tienhoven","winkel","Lexmond","Nieuwe Rijksweg 134, Lexmond","True","True","51,967273","5,047981","True","True"
"753","de Grote Wiede","winkel","Hulshorst","Rijnvis 46, Hulshorst","True","True","52,375696","5,747242","True","True"
